"","salesprice","LotArea","YearBuilt","YearRemodAdd","TotalSF","FullBaths","HalfBaths","TotRmsAbvGrd","LotConfig_CulDSac","LotConfig_FR2","LotConfig_FR3","LotConfig_Inside","BldgType_2fmCon","BldgType_Duplex","BldgType_Twnhs","BldgType_TwnhsE","SaleType_Con","SaleType_ConLD","SaleType_ConLI","SaleType_ConLw","SaleType_CWD","SaleType_New","SaleType_Oth","SaleType_WD"
"243",79000,5000,1900,1950,1980,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"244",120000,10762,1980,1980,1843,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"245",205000,8880,1994,2002,3058,3,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"246",241500,10400,1988,1988,3717,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"247",137000,9142,1910,1950,2948,2,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"248",140000,11310,1954,1954,2742,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"249",180000,11317,2003,2003,2508,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"250",277000,159000,1958,2006,3588,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251",76500,5350,1940,1966,2034,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"252",235000,4750,2006,2007,3198,3,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"253",173000,8366,2004,2004,2438,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"254",158000,9350,1964,1991,2604,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"255",145000,8400,1957,1957,2628,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"256",230000,8738,1999,1999,3266,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"257",207500,8791,2003,2003,2592,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"258",220000,8814,2006,2006,3208,3,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"259",231500,12435,2001,2001,2755,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"260",97000,12702,1956,1956,882,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"261",176000,19296,1962,1962,2744,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"262",276000,9588,2007,2007,4056,2,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"263",151000,8471,1977,1995,1718,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"264",130000,5500,1929,2001,2242,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"265",73000,5232,1925,2004,1444,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"266",175500,12090,1981,1981,2844,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"267",185000,11207,1997,1997,2313,3,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"268",179500,8400,1939,1997,2912,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"269",120500,6900,1940,1955,1518,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"270",148000,7917,1976,1976,2256,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"271",266000,10728,2006,2006,3034,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"272",241500,39104,1954,2005,2748,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"273",290000,11764,1999,2007,3422,2,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"274",139000,9600,1958,1988,2872,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"275",124500,8314,1982,1982,1632,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"276",205000,7264,1925,2007,2500,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"277",201000,9196,2003,2003,3120,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"278",141000,19138,1951,1951,1728,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"279",415298,14450,2006,2007,4242,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"280",192000,10005,1977,1977,3182,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"281",228500,11287,1989,1989,2789,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"282",185000,7200,2006,2006,2524,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"283",207500,5063,2007,2008,2628,3,0,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"284",244600,9612,2008,2009,2936,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"285",179200,8012,1992,1992,3150,3,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"286",164700,4251,2006,2007,1875,2,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"287",159000,9786,1962,1981,2646,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"288",88000,8125,1971,1971,1716,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"289",122000,9819,1967,1967,1782,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"290",153575,8730,1915,2003,2094,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"291",233230,15611,2006,2006,2998,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"292",135900,5687,1912,2000,2496,3,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"293",131000,11409,1949,2008,2484,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"294",235000,16659,1977,1994,3058,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"295",167000,9600,1953,1953,3060,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"296",142500,7937,1984,1984,2006,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"297",152000,13710,1950,1950,2468,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"298",239000,7399,1997,1998,2925,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"299",175000,11700,1968,1968,2445,1,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"300",158500,14000,1950,2004,2244,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"301",157000,15750,1953,1953,2501,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"302",267000,16226,1998,1999,3480,2,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"303",205000,13704,2001,2002,3082,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"304",149900,9800,1972,1972,1788,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"305",295000,18386,1880,2002,4963,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"306",305900,10386,2004,2005,4000,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"307",225000,13474,1990,1991,2943,3,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"308",89500,7920,1920,1950,1725,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"309",82500,12342,1940,1950,1722,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"310",360000,12378,2003,2004,3840,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"311",165600,7685,1993,1994,2198,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"312",132000,8000,1948,2002,1944,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"313",119900,7800,1939,1950,1911,2,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"314",375000,215245,1965,1965,4172,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"315",178000,9600,1925,1990,2369,1,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"316",188500,7795,2004,2005,2148,3,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"317",260000,13005,1980,1980,3198,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"318",270000,9000,2006,2006,3047,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"319",260000,9900,1993,1993,3993,3,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"320",187500,14115,1980,1980,2844,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"321",342643,16259,2006,2006,3845,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"322",354000,12099,2004,2004,3604,3,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"323",301000,10380,1986,1987,4232,3,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"324",126175,5820,1955,2005,2325,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"325",242000,11275,1967,2007,3688,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"326",87000,5000,1941,1950,1523,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"327",324000,10846,1993,1993,3438,3,1,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"328",145250,11600,1960,1960,2766,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"329",214500,11888,1916,1994,2978,2,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"330",78000,6402,1920,1950,1788,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"331",119000,10624,1964,1964,3456,2,1,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"332",139000,8176,1958,1992,2112,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"333",284000,10655,2003,2004,4835,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"334",207000,8198,2004,2004,2716,3,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"335",192000,9042,1998,1998,2581,3,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"336",228950,164660,1965,1965,3285,4,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"337",377426,14157,2005,2006,3844,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"338",214000,9135,2002,2003,3072,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"339",202500,14145,1984,1998,2829,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"340",155000,12400,1958,1998,2430,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"341",202900,14191,2002,2002,2875,2,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"342",82000,8400,1950,1950,1562,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"343",87500,8544,1949,1950,1040,2,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"344",266000,8849,2005,2005,3368,2,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"345",85000,2592,1976,1976,1648,1,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"346",140200,6435,1939,1950,2549,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"347",151500,12772,1960,1998,1916,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"348",157500,17600,1960,1960,2956,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"349",154000,2448,2003,2004,2390,3,1,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"350",437154,20431,2005,2006,4576,3,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"351",318061,7820,2007,2007,3738,2,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"352",190000,5271,1986,1986,2906,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"353",95000,9084,1941,1950,1727,1,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"354",105900,8520,1928,2003,1344,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"355",140000,8400,1940,2000,2535,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"356",177500,11249,1995,1995,2400,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"357",173000,9248,1992,1992,2325,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"358",134000,4224,1976,1976,2284,2,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"359",130000,6930,1958,1958,2414,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"360",280000,12011,1998,1998,3010,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"361",156000,7540,1978,1978,1800,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"362",145000,9144,1940,1982,2388,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"363",198500,7301,2003,2003,1922,3,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"364",118000,1680,1972,2007,1470,1,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"365",190000,18800,1976,1976,2370,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"366",147000,10690,1920,1997,2016,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"367",159000,9500,1963,1963,2788,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"368",165000,9150,1962,1962,2530,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"369",132000,7800,1954,1954,2536,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"370",162000,9830,1959,2006,2350,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"371",172400,8121,2000,2000,2617,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"372",134432,17120,1959,1959,1588,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"373",125000,7175,1984,1984,1496,2,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"374",123000,10634,1953,1953,1927,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"375",219500,8200,2003,2004,2775,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"376",61000,10020,1922,1950,1587,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"377",148000,8846,1996,1996,1784,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"378",340000,11143,2004,2005,4046,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"379",394432,11394,2010,2010,3712,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"380",179000,8123,2000,2000,2782,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"381",127000,5000,1924,1950,2717,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"382",187750,7200,2006,2006,2594,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"383",213500,9245,2006,2006,2736,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"384",76000,9000,1928,1950,1568,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"385",240000,53107,1992,1992,3533,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"386",192000,3182,2004,2005,2525,2,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"387",81000,8410,1910,1996,1842,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"388",125000,7200,1976,1976,2166,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"389",191000,9382,1999,2000,2947,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"390",426000,12474,2007,2008,4014,3,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"391",119000,8405,1900,1950,2228,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"392",215000,12209,2001,2002,2765,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"393",106500,8339,1959,1959,882,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"394",100000,7446,1941,1950,1576,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"395",109000,10134,1940,1950,1769,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"396",129000,9571,1956,1956,2288,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"397",123000,7200,1972,1972,1788,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"398",169500,7590,1962,1962,2676,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"399",67000,8967,1920,1950,2038,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"400",241000,8125,2006,2007,2642,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"401",245500,14963,1996,1996,2548,2,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"402",164990,8767,2005,2005,2620,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"403",108000,10200,1940,1997,1344,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"404",258000,12090,1998,1998,3404,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"405",168000,10364,1995,1996,2378,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"406",150000,9991,1976,1993,2901,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"407",115000,10480,1936,1950,2703,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"408",177000,15576,1915,1976,2520,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"409",280000,14154,2006,2006,3235,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"410",339750,10800,2007,2008,3112,3,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"411",60000,9571,1958,1958,2552,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"412",145000,34650,1955,1955,2112,2,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"413",222000,4403,2009,2009,2948,3,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"414",115000,8960,1927,1950,2036,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"415",228000,11228,1993,1993,3177,2,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"416",181134,8899,2007,2007,2680,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"417",149500,7844,1978,1978,2072,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"418",239000,22420,1918,1950,3994,3,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"419",126000,8160,1940,1950,1890,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"420",142000,8450,1968,1968,2112,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"421",206300,7060,1997,1998,2688,4,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"422",215000,16635,1977,2000,3204,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"423",113000,21750,1954,1954,1976,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"424",315000,9200,1998,1998,4100,3,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"425",139000,9000,1956,1956,2392,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"426",135000,3378,1946,1992,2040,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"427",275000,12800,1989,1989,3162,3,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"428",109008,8593,1957,1957,1814,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"429",195400,6762,2007,2007,2416,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"430",175000,11457,1988,1988,2804,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"431",85400,1680,1971,1971,1470,1,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"432",79900,5586,1920,1998,2099,1,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"433",122500,1920,1971,1971,2130,2,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"434",181000,10839,1997,1998,2530,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"435",81000,1890,1972,1972,1260,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"436",212000,10667,1996,1996,2460,3,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"437",116000,4400,1920,1950,1766,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"438",119000,6000,1926,2004,1788,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"439",90350,4280,1913,2002,1134,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"440",110000,12354,1920,2000,1880,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"441",555000,15431,2008,2008,5496,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"442",118000,12108,1955,1955,2880,2,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"443",162900,6240,1930,1992,2651,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"444",172500,3922,2006,2007,2516,2,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"445",210000,8750,1994,1995,2823,3,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"446",127500,9855,1956,1956,3125,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447",190000,16492,1966,2002,3405,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"448",199900,11214,1998,1999,2816,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"449",119500,8600,1937,1950,2156,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"450",120000,6000,1948,2002,1832,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"451",110000,5684,1930,2005,1626,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"452",280000,70761,1975,1975,3066,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"453",204000,9303,1996,1997,2628,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"454",210000,9000,2008,2008,2358,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"455",188000,9297,1976,1976,3456,4,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"456",175500,9600,1973,1973,2484,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"457",98000,4571,1916,1950,1968,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"458",256000,53227,1954,1994,3027,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"459",161000,5100,1925,1996,2254,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"460",110000,7015,1950,1950,1912,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"461",263435,8004,2009,2009,2767,3,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"462",155000,7200,1936,2007,1695,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"463",62383,8281,1965,1965,1728,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"464",188700,11988,1934,1995,2375,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"465",124000,8430,1978,1978,2080,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"466",178740,3072,2004,2004,2789,2,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"467",167000,10628,1970,1970,2554,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"468",146500,9480,1942,1995,2372,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"469",250000,11428,2006,2006,3260,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"470",187000,9291,1993,1993,2542,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"471",212000,6820,1985,1985,2990,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"472",190000,11952,1977,1977,2777,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"473",148000,3675,2005,2005,1619,2,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"474",440000,14977,2006,2007,3952,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"475",251000,5330,2000,2000,3146,3,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"476",132500,8480,1963,1963,1940,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"477",208900,13125,1997,1998,2971,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"478",380000,13693,2006,2006,4796,2,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"479",297000,10637,2007,2008,3423,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"480",89471,5925,1937,2000,2038,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"481",326000,16033,2004,2005,3683,3,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"482",374000,11846,2003,2004,3584,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"483",155000,2500,1915,2005,2736,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"484",164000,4500,1998,1998,2432,3,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"485",132500,7758,1962,2001,1998,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"486",147000,9600,1950,2007,2226,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"487",156000,10289,1965,1965,2146,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"488",175000,12243,1971,1971,2968,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
