"","LotArea","YearBuilt","YearRemodAdd","TotalSF","FullBaths","HalfBaths","TotRmsAbvGrd","SaleType","LotConfig","BldgType","SalePrice"
"372","17120","1959","1959","1588","2","0","7","WD","Inside","1Fam","134432"
"373","7175","1984","1984","1496","2","0","4","WD","Inside","TwnhsE","125000"
"374","10634","1953","1953","1927","2","0","5","WD","Inside","1Fam","123000"
"375","8200","2003","2004","2775","2","1","8","WD","Inside","1Fam","219500"
"376","10020","1922","1950","1587","1","1","4","WD","Inside","1Fam","61000"
"377","8846","1996","1996","1784","1","0","5","WD","CulDSac","1Fam","148000"
"378","11143","2004","2005","4046","3","0","8","WD","Corner","1Fam","340000"
"379","11394","2010","2010","3712","2","1","8","New","Corner","1Fam","394432"
"380","8123","2000","2000","2782","2","1","7","WD","Inside","1Fam","179000"
"381","5000","1924","1950","2717","2","0","6","WD","Inside","1Fam","127000"
"382","7200","2006","2006","2594","3","0","5","New","Inside","1Fam","187750"
"383","9245","2006","2006","2736","2","1","8","WD","Inside","1Fam","213500"
"384","9000","1928","1950","1568","1","0","5","WD","Corner","1Fam","76000"
"385","53107","1992","1992","3533","3","1","9","WD","Corner","1Fam","240000"
"386","3182","2004","2005","2525","2","0","6","WD","Inside","TwnhsE","192000"
"387","8410","1910","1996","1842","1","0","8","WD","FR2","1Fam","81000"
"388","7200","1976","1976","2166","2","0","6","WD","Inside","1Fam","125000"
"389","9382","1999","2000","2947","2","0","6","WD","CulDSac","1Fam","191000"
"390","12474","2007","2008","4014","3","1","9","New","Inside","1Fam","426000"
"391","8405","1900","1950","2228","2","0","7","WD","Inside","1Fam","119000"
"392","12209","2001","2002","2765","3","1","7","WD","CulDSac","1Fam","215000"
"393","8339","1959","1959","882","1","0","5","WD","Inside","1Fam","106500"
"394","7446","1941","1950","1576","1","0","4","WD","Corner","1Fam","100000"
"395","10134","1940","1950","1769","1","0","5","WD","Inside","1Fam","109000"
"396","9571","1956","1956","2288","2","0","6","WD","Inside","1Fam","129000"
"397","7200","1972","1972","1788","1","0","6","WD","Inside","1Fam","123000"
"398","7590","1962","1962","2676","2","0","8","WD","Inside","1Fam","169500"
"399","8967","1920","1950","2038","1","0","6","WD","Corner","1Fam","67000"
"400","8125","2006","2007","2642","3","0","7","WD","Inside","1Fam","241000"
"401","14963","1996","1996","2548","2","1","4","WD","Inside","TwnhsE","245500"
"402","8767","2005","2005","2620","2","0","6","New","Inside","1Fam","164990"
"403","10200","1940","1997","1344","1","0","4","WD","Inside","1Fam","108000"
"404","12090","1998","1998","3404","2","1","10","WD","Corner","1Fam","258000"
"405","10364","1995","1996","2378","2","1","7","WD","Inside","1Fam","168000"
"406","9991","1976","1993","2901","3","0","8","WD","Corner","1Fam","150000"
"407","10480","1936","1950","2703","1","0","6","WD","Inside","1Fam","115000"
"408","15576","1915","1976","2520","2","0","8","WD","Inside","1Fam","177000"
"409","14154","2006","2006","3235","2","1","9","New","Corner","1Fam","280000"
"410","10800","2007","2008","3112","3","1","8","New","Inside","1Fam","339750"
"411","9571","1958","1958","2552","1","0","5","COD","Inside","1Fam","60000"
"412","34650","1955","1955","2112","2","0","5","WD","Inside","2fmCon","145000"
"413","4403","2009","2009","2948","3","1","7","New","Inside","1Fam","222000"
"414","8960","1927","1950","2036","1","0","5","WD","Inside","1Fam","115000"
"415","11228","1993","1993","3177","2","2","9","WD","CulDSac","1Fam","228000"
"416","8899","2007","2007","2680","2","0","6","New","Inside","1Fam","181134"
"417","7844","1978","1978","2072","1","1","6","WD","Inside","1Fam","149500"
"418","22420","1918","1950","3994","3","1","10","WD","Inside","1Fam","239000"
"419","8160","1940","1950","1890","2","1","7","WD","Inside","1Fam","126000"
"420","8450","1968","1968","2112","2","0","6","WD","Inside","1Fam","142000"
"421","7060","1997","1998","2688","4","0","8","WD","Inside","Duplex","206300"
"422","16635","1977","2000","3204","2","1","8","WD","FR2","1Fam","215000"
"423","21750","1954","1954","1976","1","0","4","WD","Inside","1Fam","113000"
"424","9200","1998","1998","4100","3","1","8","WD","Inside","1Fam","315000"
"425","9000","1956","1956","2392","2","0","6","WD","Inside","1Fam","139000"
"426","3378","1946","1992","2040","1","1","6","WD","Inside","1Fam","135000"
"427","12800","1989","1989","3162","3","1","5","WD","Inside","1Fam","275000"
"428","8593","1957","1957","1814","1","0","5","WD","Inside","1Fam","109008"
"429","6762","2007","2007","2416","3","0","6","New","Inside","1Fam","195400"
"430","11457","1988","1988","2804","3","0","6","WD","Corner","1Fam","175000"
"431","1680","1971","1971","1470","1","1","4","COD","Inside","Twnhs","85400"
"432","5586","1920","1998","2099","1","0","7","ConLD","Inside","1Fam","79900"
"433","1920","1971","1971","2130","2","1","6","WD","Inside","TwnhsE","122500"
"434","10839","1997","1998","2530","2","1","7","WD","Corner","1Fam","181000"
"435","1890","1972","1972","1260","2","0","3","WD","Inside","Twnhs","81000"
"436","10667","1996","1996","2460","3","1","6","ConLw","CulDSac","1Fam","212000"
"437","4400","1920","1950","1766","1","0","6","WD","Inside","1Fam","116000"
"438","6000","1926","2004","1788","1","0","4","WD","Inside","1Fam","119000"
"439","4280","1913","2002","1134","1","0","4","WD","Inside","1Fam","90350"
"440","12354","1920","2000","1880","1","0","7","ConLI","Corner","1Fam","110000"
"441","15431","2008","2008","5496","3","0","10","WD","Inside","1Fam","555000"
"442","12108","1955","1955","2880","2","0","8","WD","Inside","Duplex","118000"
"443","6240","1930","1992","2651","2","0","8","WD","Inside","1Fam","162900"
"444","3922","2006","2007","2516","2","0","6","New","Inside","TwnhsE","172500"
"445","8750","1994","1995","2823","3","1","8","WD","Inside","1Fam","210000"
"446","9855","1956","1956","3125","1","0","7","COD","Corner","1Fam","127500"
"447","16492","1966","2002","3405","2","1","6","WD","Corner","1Fam","190000"
"448","11214","1998","1999","2816","2","1","10","WD","Corner","1Fam","199900"
"449","8600","1937","1950","2156","2","0","7","WD","Inside","1Fam","119500"
"450","6000","1948","2002","1832","1","1","6","WD","Inside","1Fam","120000"
"451","5684","1930","2005","1626","1","0","5","WD","Inside","1Fam","110000"
"452","70761","1975","1975","3066","3","0","5","WD","Inside","1Fam","280000"
"453","9303","1996","1997","2628","3","1","7","WD","Corner","1Fam","204000"
"454","9000","2008","2008","2358","2","1","6","WD","Inside","1Fam","210000"
"455","9297","1976","1976","3456","4","0","8","WD","Inside","Duplex","188000"
"456","9600","1973","1973","2484","1","1","6","WD","Inside","1Fam","175500"
"457","4571","1916","1950","1968","1","0","7","COD","Inside","1Fam","98000"
"458","53227","1954","1994","3027","2","0","6","WD","CulDSac","1Fam","256000"
"459","5100","1925","1996","2254","1","0","7","WD","Inside","1Fam","161000"
"460","7015","1950","1950","1912","2","0","5","WD","Corner","1Fam","110000"
"461","8004","2009","2009","2767","3","1","8","New","Inside","1Fam","263435"
"462","7200","1936","2007","1695","2","0","6","WD","Inside","1Fam","155000"
"463","8281","1965","1965","1728","1","0","5","WD","Inside","1Fam","62383"
"464","11988","1934","1995","2375","1","1","6","WD","Inside","1Fam","188700"
"465","8430","1978","1978","2080","2","0","5","WD","Inside","1Fam","124000"
"466","3072","2004","2004","2789","2","0","6","WD","Inside","TwnhsE","178740"
"467","10628","1970","1970","2554","2","0","5","WD","Inside","1Fam","167000"
"468","9480","1942","1995","2372","1","1","7","WD","Inside","1Fam","146500"
"469","11428","2006","2006","3260","2","0","7","WD","Inside","1Fam","250000"
"470","9291","1993","1993","2542","2","1","7","WD","Corner","1Fam","187000"
"471","6820","1985","1985","2990","2","1","4","WD","Corner","TwnhsE","212000"
"472","11952","1977","1977","2777","2","1","8","WD","Inside","1Fam","190000"
"473","3675","2005","2005","1619","2","0","5","WD","Inside","TwnhsE","148000"
"474","14977","2006","2007","3952","3","0","7","New","Inside","1Fam","440000"
"475","5330","2000","2000","3146","3","0","6","WD","Inside","TwnhsE","251000"
"476","8480","1963","1963","1940","2","0","5","WD","Corner","1Fam","132500"
"477","13125","1997","1998","2971","3","0","7","WD","Inside","1Fam","208900"
"478","13693","2006","2006","4796","2","1","9","WD","Inside","1Fam","380000"
"479","10637","2007","2008","3423","3","0","7","WD","Inside","1Fam","297000"
"480","5925","1937","2000","2038","1","0","7","WD","Inside","1Fam","89471"
"481","16033","2004","2005","3683","3","0","8","WD","FR2","1Fam","326000"
"482","11846","2003","2004","3584","3","0","6","WD","Inside","1Fam","374000"
"483","2500","1915","2005","2736","2","1","7","WD","Corner","1Fam","155000"
"484","4500","1998","1998","2432","3","0","5","WD","FR2","Twnhs","164000"
"485","7758","1962","2001","1998","2","0","6","WD","Corner","1Fam","132500"
"486","9600","1950","2007","2226","1","0","5","WD","Inside","1Fam","147000"
"487","10289","1965","1965","2146","2","1","6","WD","Inside","1Fam","156000"
"488","12243","1971","1971","2968","2","0","7","WD","Inside","1Fam","175000"
"489","10800","1900","1970","3368","2","0","10","ConLD","Corner","2fmCon","160000"
"490","1526","1970","2002","1260","2","0","3","WD","Inside","Twnhs","86000"
"491","2665","1976","1976","1568","1","1","4","WD","Inside","TwnhsE","115000"
"492","9490","1941","1950","2384","2","0","5","WD","Inside","1Fam","133000"
"493","15578","2006","2006","2184","2","1","8","New","Corner","1Fam","172785"
"494","7931","1960","1960","2538","1","1","6","WD","Inside","1Fam","155000"
"495","5784","1938","1996","1076","1","0","4","WD","Inside","1Fam","91300"
"496","7879","1920","1950","1440","1","0","4","WD","Inside","1Fam","34900"
"497","12692","1992","1993","6428","4","0","10","WD","Inside","1Fam","430000"
"498","9120","1925","1950","2846","3","0","8","WD","Inside","1Fam","184000"
"499","7800","1967","2004","1763","1","0","5","WD","Inside","1Fam","130000"
"500","7535","1958","1985","1824","1","1","5","WD","Inside","1Fam","120000"
"501","1890","1973","1973","1890","1","1","7","WD","Inside","Twnhs","113000"
"502","9803","2005","2005","2634","2","1","7","WD","Inside","1Fam","226700"
"503","9170","1965","1965","2428","2","0","6","WD","Corner","1Fam","140000"
"504","15602","1959","1997","3302","3","0","6","WD","Inside","1Fam","289000"
"505","2308","1974","1974","2177","2","2","6","WD","Inside","TwnhsE","147000"
"506","7596","1952","1952","2920","2","0","10","COD","Inside","Duplex","124500"
"507","9554","1993","1994","2688","2","1","8","WD","Inside","1Fam","215000"
"508","7862","2009","2009","2436","2","0","4","New","Inside","1Fam","208300"
"509","9600","1928","2005","2067","2","0","7","WD","Inside","1Fam","161000"
"510","9600","1959","1959","2082","2","0","6","WD","Corner","1Fam","124500"
"511","14559","1951","2000","2371","2","0","6","WD","Inside","1Fam","164900"
"512","6792","2005","2006","2736","2","0","6","New","Inside","TwnhsE","202665"
"513","9100","1958","1958","1728","2","0","5","WD","Corner","1Fam","129900"
"514","9187","1983","1983","2164","1","1","5","WD","Corner","1Fam","134000"
"515","10594","1926","1950","1557","1","0","5","WD","Inside","1Fam","96500"
"516","12220","2009","2009","4026","3","1","9","New","Inside","1Fam","402861"
"517","10448","1972","1972","2808","2","1","7","COD","Corner","1Fam","158000"
"518","10208","1996","1997","3608","2","1","7","WD","Inside","1Fam","265000"
"519","9531","1998","1998","2590","3","1","7","WD","CulDSac","1Fam","211000"
"520","10918","1926","2004","3356","1","1","9","WD","Inside","1Fam","234000"
"521","10800","1900","2000","1294","2","0","7","WD","Inside","2fmCon","106250"
"522","11988","1957","1957","2488","1","1","6","WD","Corner","1Fam","150000"
"523","5000","1947","1950","2668","2","0","7","WD","Corner","1Fam","159000"
"524","40094","2007","2008","7814","4","1","11","New","Inside","1Fam","184750"
"525","11787","1996","1997","3777","3","1","8","WD","Inside","1Fam","315750"
"526","7500","2005","2005","2523","2","0","6","WD","Inside","1Fam","176000"
"527","13300","1956","2000","1856","1","0","4","WD","Inside","1Fam","132000"
"528","14948","2008","2008","4165","3","1","11","New","Inside","1Fam","446261"
"529","9098","1920","2002","1133","2","0","5","WD","Inside","1Fam","86000"
"530","32668","1957","1975","4550","4","0","9","WD","CulDSac","1Fam","200624"
"531","10200","1988","1989","2970","3","0","5","WD","Inside","1Fam","175000"
"532","6155","1920","1999","1973","2","0","6","WD","FR3","1Fam","128000"
"533","7200","1955","2007","827","1","0","5","WD","Inside","1Fam","107500"
"534","5000","1946","1950","334","1","0","2","WD","Inside","1Fam","39300"
"535","9056","2004","2004","2121","2","1","6","WD","Inside","1Fam","178000"
"536","7000","1910","1991","2464","2","0","5","WD","Inside","2fmCon","107500"
"537","8924","1998","1999","2604","2","1","8","WD","CulDSac","1Fam","188000"
"538","12735","1972","1972","1728","1","0","5","COD","FR2","1Fam","111250"
"539","11553","1968","1968","2210","1","1","7","WD","Inside","1Fam","158000"
"540","11423","2001","2002","3182","3","0","6","WD","Inside","1Fam","272000"
"541","14601","2006","2006","3676","3","0","8","WD","Inside","1Fam","315000"
"542","11000","2000","2000","3254","2","1","8","WD","FR2","1Fam","248000"
"543","10140","1998","1999","3330","3","0","7","WD","Inside","1Fam","213250"
"544","4058","1998","1998","1490","2","0","4","WD","Inside","TwnhsE","133000"
"545","17104","2006","2006","2150","3","1","7","New","Inside","1Fam","179665"
"546","13837","1988","1988","3387","2","1","9","WD","Corner","1Fam","229000"
"547","8737","1923","1950","2700","1","1","6","WD","Inside","1Fam","210000"
"548","7244","1970","1970","1536","2","0","5","WD","Inside","1Fam","129500"
"549","8235","1955","1995","1650","2","0","4","WD","Inside","1Fam","125000"
"550","9375","2003","2004","3006","2","1","8","WD","Inside","1Fam","263000"
"551","4043","1977","1977","2138","2","0","4","COD","Inside","TwnhsE","140000"
"552","6000","1957","1957","1856","1","0","5","WD","Inside","1Fam","112500"
"553","11146","2006","2006","3426","2","0","7","WD","Inside","1Fam","255500"
"554","8777","1949","2003","1126","2","0","5","WD","Inside","1Fam","108000"
"555","10625","2003","2004","3044","3","1","8","WD","Inside","1Fam","284000"
"556","6380","1922","1950","2041","1","0","5","WD","Inside","1Fam","113000"
"557","14850","1957","1957","2184","2","0","6","WD","Inside","1Fam","141000"
"558","11040","1920","1950","1973","1","1","7","COD","Inside","1Fam","108000"
"559","21872","1996","1997","2175","2","2","6","WD","FR2","1Fam","175000"
"560","3196","2003","2004","2931","2","0","7","WD","Inside","TwnhsE","234000"
"561","11341","1957","1996","2784","2","1","5","WD","Inside","1Fam","121500"
"562","10010","1974","1975","2778","2","0","6","WD","Inside","1Fam","170000"
"563","13907","1940","1969","1992","2","0","6","WD","Inside","1Fam","108000"
"564","21780","1918","1950","2837","2","0","8","WD","Inside","1Fam","185000"
"565","13346","1992","2000","3390","3","1","9","WD","CulDSac","1Fam","268000"
"566","6858","1915","1950","2453","2","1","6","WD","Corner","1Fam","128000"
"567","11198","2005","2007","3626","2","1","11","WD","Inside","1Fam","325000"
"568","10171","2004","2004","3052","2","0","7","WD","Inside","1Fam","214000"
"569","12327","1983","2009","3628","2","1","5","WD","Inside","1Fam","316600"
"570","7032","1979","1979","1886","2","0","4","WD","Corner","Duplex","135960"
"571","13101","1965","1965","3456","2","0","10","WD","Inside","Duplex","142600"
"572","7332","1959","1959","1728","2","0","4","WD","Inside","1Fam","120000"
"573","13159","2009","2009","2538","2","1","6","New","Corner","1Fam","224500"
"574","9967","2000","2000","1814","2","1","8","WD","Inside","1Fam","170000"
"575","10500","1971","2005","1481","1","1","5","WD","FR2","1Fam","139000"
"576","8480","1947","1950","2048","1","0","6","COD","Inside","1Fam","118500"
"577","6292","1928","1950","2338","2","1","6","WD","Inside","1Fam","145000"
"578","11777","1966","1966","2484","2","0","6","WD","Inside","1Fam","164500"
"579","3604","2007","2007","2081","2","0","5","WD","Corner","TwnhsE","146000"
"580","12150","1954","1954","2845","2","0","7","WD","Inside","1Fam","131500"
"581","14585","1960","1987","2573","1","1","7","WD","CulDSac","1Fam","181900"
"582","12704","2008","2009","4084","2","1","8","New","Inside","1Fam","253293"
"583","11841","1990","1990","1632","2","0","5","WD","Inside","Duplex","118500"
"584","13500","1893","2000","4012","3","1","9","WD","Inside","1Fam","325000"
"585","6120","1935","1995","2457","1","0","6","WD","Inside","1Fam","133000"
"586","11443","2005","2006","3896","3","0","7","New","Inside","1Fam","369900"
"587","10267","1918","2000","1654","2","0","5","WD","Inside","1Fam","130000"
"588","8740","1982","1982","1700","2","0","4","WD","Inside","1Fam","137000"
"589","25095","1968","2003","2910","3","0","5","WD","Inside","1Fam","143000"
"590","9100","1930","1960","1677","1","0","4","WD","Inside","1Fam","79500"
"591","8320","2004","2004","2352","2","1","6","WD","Inside","1Fam","185900"
"592","13478","2008","2008","4018","3","1","10","ConLI","Corner","1Fam","451950"
"593","6600","1982","2003","1632","2","0","4","WD","Inside","1Fam","138000"
"594","4435","2003","2003","1696","2","0","4","WD","Inside","TwnhsE","140000"
"595","7990","1975","1975","1848","1","0","5","WD","Inside","1Fam","110000"
"596","11302","2005","2006","3640","3","0","7","New","Inside","1Fam","319000"
"597","3600","1910","1993","2052","1","0","7","WD","Inside","1Fam","114504"
"598","3922","2006","2007","2660","0","4","7","New","Inside","TwnhsE","194201"
"599","12984","1977","1977","3077","3","0","7","WD","Inside","1Fam","217500"
"600","1950","1980","1980","2272","3","1","6","COD","Inside","Twnhs","151000"
"601","10927","2005","2005","2962","3","1","8","WD","Inside","1Fam","275000"
"602","9000","1937","1950","2155","1","1","6","WD","Inside","1Fam","141000"
"603","10041","1992","1992","2823","3","1","8","WD","Inside","1Fam","220000"
"604","3182","2004","2005","1800","2","1","4","WD","Inside","TwnhsE","151000"
"605","12803","2002","2002","2988","3","0","6","WD","Inside","1Fam","221000"
"606","13600","1965","1990","2754","2","1","7","WD","Inside","1Fam","205000"
"607","12464","1996","1996","2080","2","0","6","WD","Corner","1Fam","152000"
"608","7800","1948","2002","2904","4","0","8","WD","Inside","1Fam","225000"
"609","12168","1934","1998","4159","2","1","10","WD","Inside","1Fam","359100"
"610","7943","1961","1961","2058","2","0","5","WD","Inside","1Fam","118500"
"611","11050","2000","2000","3593","3","1","8","WD","Inside","1Fam","313000"
"612","10395","1978","1978","2064","2","1","6","WD","FR2","1Fam","148000"
"613","11885","2001","2001","3171","3","1","7","WD","Inside","1Fam","261500"
"614","8402","2007","2007","2240","1","0","6","New","Inside","1Fam","147000"
"615","1491","1972","1972","1260","2","0","3","WD","Inside","TwnhsE","75500"
"616","8800","1963","1963","1990","2","0","6","WD","Inside","1Fam","137500"
"617","7861","2002","2003","2292","3","1","7","WD","Inside","1Fam","183200"
"618","7227","1954","1954","1664","1","0","4","WD","Corner","1Fam","105500"
"619","11694","2007","2007","3650","2","0","9","New","Inside","1Fam","314813"
"620","12244","2003","2003","3744","3","1","10","WD","Inside","1Fam","305000"
"621","8248","1914","1950","1728","2","0","5","WD","Inside","1Fam","67000"
"622","10800","1974","1997","4136","2","1","9","WD","Inside","1Fam","240000"
"623","7064","1977","1977","1960","1","0","6","WD","Inside","1Fam","135000"
"624","2117","2000","2000","2268","2","1","4","WD","Inside","TwnhsE","168500"
"625","10400","1972","1972","2522","2","2","8","WD","Inside","1Fam","165150"
"626","10000","1962","1962","2232","1","1","5","WD","Corner","1Fam","160000"
"627","12342","1960","1978","2400","1","0","6","WD","Inside","1Fam","139900"
"628","9600","1955","1972","2676","2","0","7","WD","Inside","1Fam","153000"
"629","11606","1969","1969","3120","1","3","9","WD","Inside","1Fam","135000"
"630","9020","1964","1964","2598","2","1","6","WD","Corner","1Fam","168500"
"631","9000","1880","1991","2386","1","0","8","WD","Corner","1Fam","124000"
"632","4590","2006","2006","3108","2","0","6","WD","Inside","Twnhs","209500"
"633","11900","1977","1977","2797","2","0","6","WD","Inside","1Fam","82500"
"634","9250","1954","2005","2112","1","1","6","WD","Corner","1Fam","139400"
"635","6979","1980","1980","2112","2","0","4","WD","Inside","Duplex","144000"
"636","10896","1914","1995","4835","2","0","14","WD","Inside","2fmCon","200000"
"637","6120","1936","1950","1064","1","0","4","ConLw","Inside","1Fam","60000"
"638","6000","1954","1954","2198","2","0","7","WD","Inside","2fmCon","93000"
"639","8777","1910","1950","1592","1","0","4","WD","Inside","1Fam","85000"
"640","3982","2006","2006","3087","3","0","7","New","Inside","TwnhsE","264561"
"641","12677","2003","2004","3036","1","1","6","WD","Inside","TwnhsE","274000"
"642","7050","2001","2001","2986","3","1","7","WD","Inside","1Fam","226000"
"643","13860","1972","1995","4656","3","1","9","WD","Inside","1Fam","345000"
"644","10793","1969","1969","2400","2","1","7","WD","Inside","1Fam","152000"
"645","9187","2009","2009","3532","3","1","7","New","Inside","1Fam","370878"
"646","10530","1971","1971","1962","2","1","5","WD","Corner","1Fam","143250"
"647","7200","1950","1950","1048","1","0","7","WD","Inside","1Fam","98300"
"648","10452","1953","1953","2188","1","0","5","WD","Inside","1Fam","155000"
"649","7700","1966","1966","2595","1","1","7","WD","Inside","1Fam","155000"
"650","1936","1970","1970","1260","2","0","3","WD","Inside","Twnhs","84500"
"651","8125","2007","2007","2478","2","1","7","WD","Inside","1Fam","205950"
"652","9084","1940","1950","2265","2","0","7","WD","Inside","1Fam","108000"
"653","8750","1996","1996","2596","2","1","7","WD","Inside","1Fam","191000"
"654","10320","1906","1995","2225","1","0","7","WD","Inside","1Fam","135000"
"655","10437","1995","1995","4222","3","1","7","WD","Inside","1Fam","350000"
"656","1680","1971","1971","1617","1","1","6","WD","Inside","Twnhs","88000"
"657","10007","1959","2006","2106","2","1","5","WD","Inside","1Fam","145500"
"658","7200","1931","2000","2278","1","1","6","WD","Inside","1Fam","149000"
"659","17503","1948","1950","2370","1","1","6","WD","Inside","1Fam","97500"
"660","9937","1964","1999","2972","2","0","7","WD","Corner","1Fam","167000"
"661","12384","1976","1976","2728","2","1","7","WD","CulDSac","1Fam","197900"
"662","46589","1994","2005","4077","3","1","8","WD","CulDSac","1Fam","402000"
"663","13560","1968","1968","2784","2","0","5","WD","Corner","1Fam","110000"
"664","10012","1972","1972","2319","3","0","6","WD","Inside","1Fam","137500"
"665","20896","2005","2006","4174","2","1","8","New","CulDSac","1Fam","423000"
"666","11194","2000","2000","3342","2","1","7","WD","Corner","1Fam","230500"
"667","18450","1965","1979","3401","2","1","7","WD","Inside","1Fam","129000"
"668","8125","1994","1998","3087","3","0","7","WD","Inside","1Fam","193500"
"669","14175","1956","1987","2625","2","1","6","WD","Corner","1Fam","168000"
"670","11600","1922","1950","1880","1","0","5","WD","Inside","1Fam","137500"
"671","8633","2005","2005","2214","3","1","7","WD","FR2","1Fam","173500"
"672","6629","1925","1950","2041","3","0","6","WD","Inside","1Fam","103600"
"673","11250","1977","1977","2416","2","1","6","WD","Inside","1Fam","165000"
"674","14442","1957","2004","3316","3","0","7","WD","Inside","1Fam","257500"
"675","9200","1965","1965","2272","2","0","5","WD","Inside","1Fam","140000"
"676","2289","1978","1978","2296","2","1","7","WD","Inside","Twnhs","148500"
"677","9600","1900","1950","2869","3","0","8","WD","Inside","1Fam","87000"
"678","9022","1924","2006","1560","1","0","5","WD","Inside","1Fam","109500"
"679","11844","2008","2008","4092","2","1","7","New","Inside","1Fam","372500"
"680","9945","1961","1961","1976","2","0","5","WD","Inside","1Fam","128500"
"681","8012","1980","1980","1846","2","0","5","WD","Inside","TwnhsE","143000"
"682","4500","1932","2000","2313","1","0","6","WD","Inside","1Fam","159434"
"683","2887","1996","1997","2582","2","0","6","WD","Inside","1Fam","173000"
"684","11248","2002","2002","3294","3","0","7","WD","Corner","1Fam","285000"
"685","16770","1998","1998","3034","2","1","7","WD","CulDSac","1Fam","221000"
"686","5062","1984","1984","3280","3","0","6","WD","CulDSac","TwnhsE","207500"
"687","10207","2007","2007","2635","3","0","7","New","Inside","1Fam","227875"
"688","5105","2004","2004","1653","2","1","4","WD","FR2","TwnhsE","148800"
"689","8089","2007","2007","2838","3","0","7","New","Inside","1Fam","392000"
"690","7577","2005","2006","2724","2","0","6","WD","Corner","TwnhsE","194700"
"691","4426","2004","2004","1696","2","0","3","WD","Inside","TwnhsE","141000"
"692","21535","1994","1995","6760","3","2","10","WD","Corner","1Fam","755000"
"693","26178","1989","1990","3729","3","1","9","WD","Inside","1Fam","335000"
"694","5400","1921","1968","2146","1","0","4","WD","Corner","1Fam","108480"
"695","6120","1936","1950","2466","1","1","5","WD","Corner","1Fam","141500"
"696","13811","1987","1987","2249","3","0","5","WD","Inside","1Fam","176000"
"697","6000","1921","1950","1232","1","0","4","WD","Inside","1Fam","89000"
"698","6420","1952","1952","2128","1","1","6","WD","Inside","1Fam","123500"
"699","8450","1965","2009","1788","2","0","5","WD","Inside","1Fam","138500"
"700","4282","2004","2004","2782","2","0","5","WD","Inside","TwnhsE","196000"
"701","14331","2002","2002","3600","3","0","7","WD","Inside","1Fam","312500"
"702","9600","1969","1969","2328","1","1","6","COD","Inside","1Fam","140000"
"703","12438","2006","2006","3810","2","1","10","New","Inside","1Fam","361919"
"704","7630","1900","1996","2172","2","0","8","WD","Inside","2fmCon","140000"
"705","8400","2004","2005","2957","3","0","7","WD","Inside","1Fam","213000"
"706","5600","1930","1950","1092","2","0","7","WD","Inside","2fmCon","55000"
"707","115149","1971","2002","3467","3","0","5","WD","CulDSac","1Fam","302000"
"708","6240","2006","2006","2648","3","0","6","WD","Inside","TwnhsE","254000"
"709","9018","2007","2007","2184","2","1","8","New","Inside","1Fam","179540"
"710","7162","1966","1966","1780","1","0","6","WD","Inside","1Fam","109900"
"711","4130","1935","2003","999","1","0","5","WD","Inside","1Fam","52000"
"712","8712","1900","1950","2037","1","0","7","WD","Inside","1Fam","102776"
"713","4671","1988","1989","2456","3","0","5","WD","Inside","TwnhsE","189000"
"714","9873","1970","1970","1920","2","0","6","WD","Inside","2fmCon","129000"
"715","13517","1976","2005","2204","2","1","6","WD","CulDSac","1Fam","130500"
"716","10140","1974","1974","2414","2","0","7","WD","Inside","1Fam","165000"
"717","10800","1890","1998","3272","1","1","8","WD","Inside","1Fam","159500"
"718","10000","1973","2000","2354","1","2","5","WD","Inside","1Fam","157000"
"719","10542","1993","1994","3729","3","1","9","WD","Inside","1Fam","341000"
"720","9920","1969","1969","1942","1","1","5","WD","Inside","1Fam","128500"
"721","6563","1985","1985","3484","3","0","5","WD","CulDSac","1Fam","275000"
"722","4426","2004","2004","1696","2","0","3","WD","Inside","TwnhsE","143000"
"723","8120","1970","1970","1728","1","0","5","WD","Inside","1Fam","124500"
"724","8172","1954","1972","2411","2","0","7","WD","Inside","1Fam","135000"
"725","13286","2007","2008","3396","3","0","8","WD","Inside","1Fam","320000"
"726","6960","1970","1970","1728","1","0","5","WD","Inside","1Fam","120500"
"727","21695","1988","2007","2560","3","0","5","WD","Corner","1Fam","222000"
"728","7314","2007","2007","2464","3","0","6","WD","Inside","1Fam","194500"
"729","11475","1958","1958","3360","3","0","9","COD","Corner","Duplex","110000"
"730","6240","1925","1950","1988","1","0","5","WD","Inside","1Fam","103000"
"731","5389","1995","1996","3211","3","0","5","WD","Inside","TwnhsE","236500"
"732","9590","2003","2003","2014","3","0","6","WD","Corner","1Fam","187500"
"733","11404","1998","1999","3184","2","1","8","WD","Inside","1Fam","222500"
"734","10000","1961","1983","2008","2","0","6","WD","Corner","1Fam","131400"
"735","8978","1968","1968","1896","1","0","6","WD","Corner","1Fam","108000"
"736","10800","1914","1970","2648","1","1","6","WD","Inside","1Fam","163000"
"737","8544","1950","1950","1040","2","0","6","WD","Inside","Duplex","93500"
"738","10463","2005","2005","2694","2","1","8","WD","CulDSac","1Fam","239900"
"739","10800","1987","1988","2400","6","0","5","WD","Inside","Duplex","179000"
"740","9313","2004","2004","2592","2","1","7","WD","Inside","1Fam","190000"
"741","9600","1910","2002","1696","2","0","7","WD","Inside","1Fam","132000"
"742","6768","1961","1996","1824","2","1","5","WD","Inside","1Fam","142000"
"743","8450","2000","2001","2698","2","0","6","WD","Inside","1Fam","179000"
"744","12886","1963","1999","1984","2","1","6","WD","Inside","1Fam","175000"
